sigungu,jibun,apt_name,exclusive_use_area,transaction_year_month,transaction_day,transaction_real_price,floor,year_of_completion,train_test_sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201503,18,110000,10,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201503,21,84000,6,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201503,27,80000,2,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201503,30,65000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201504,17,90000,14,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201504,30,60000,6,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201505,1,90000,11,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201505,26,72000,3,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201506,1,100000,8,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201506,9,120000,9,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201506,12,90000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201506,29,75000,2,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201507,4,67000,12,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201507,18,75000,8,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201507,23,80000,3,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201507,23,70000,12,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201507,24,100000,6,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201507,30,87000,5,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201508,26,75000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201508,29,78000,14,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201509,8,75000,12,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201509,17,95000,2,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201509,19,103000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201509,21,115000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201510,9,115000,14,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201510,12,104000,10,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201510,19,90000,10,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201510,24,118000,10,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201510,26,120000,9,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201510,27,90000,11,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201511,9,80000,8,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201511,9,120000,12,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201511,10,76000,12,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201511,16,105000,7,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201511,18,75000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201511,24,110000,8,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201511,26,110000,10,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201511,27,120000,9,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201511,27,80000,13,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201512,4,100000,10,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201512,5,92000,5,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201512,6,93000,11,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201512,11,78000,3,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201512,12,110000,2,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201512,17,103000,11,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),84.35,201512,19,80000,4,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201512,24,120000,3,1983,sub
서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201512,24,105000,7,1983,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201501,8,68500,2,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201501,8,90000,14,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201501,9,103000,9,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201501,17,60000,10,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201502,16,100000,15,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201502,25,65000,9,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201503,5,100000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201503,11,67000,10,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201503,12,100000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201504,13,76000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201504,16,70000,2,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201504,29,74000,4,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201504,30,55000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201505,8,125000,7,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201505,13,70000,9,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201505,22,88000,6,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201506,6,75000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201506,11,75000,13,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201506,29,95000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201507,3,102000,11,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201507,6,118000,3,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201507,10,75000,5,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201508,3,108000,4,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201508,7,75000,6,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201508,17,120000,2,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201508,31,100000,8,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201508,31,80000,12,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201509,14,110000,9,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201509,16,97000,6,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201510,7,95000,12,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201510,7,79000,11,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201510,8,110000,7,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201510,17,103000,5,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201510,27,100000,1,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201510,30,120000,11,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201510,31,97000,8,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),160.76,201511,3,115000,11,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),84.55,201511,11,82000,12,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201512,11,107000,15,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201512,12,100000,4,1985,sub
서울특별시 강남구 대치동,506,선경2차(8동-12동),127.75,201512,12,105000,11,1985,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201501,31,52500,3,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201506,19,55000,9,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201508,6,43000,4,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201509,30,58000,7,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201510,8,62000,4,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201510,17,52000,1,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201511,29,40000,8,1990,sub
서울특별시 강남구 대치동,602,선경3차,76.6,201512,4,62000,9,1990,sub
서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),25.42,201502,13,17000,10,2004,sub
서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),28.34,201504,2,18000,13,2004,sub
서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),28.34,201507,14,17500,12,2004,sub
서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),28.34,201510,16,19000,11,2004,sub
서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),25.42,201512,9,17000,12,2004,sub
서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),43.75,201512,16,27000,13,2004,sub
서울특별시 강남구 대치동,890-54,선릉역풍림아이원레몬,69.81,201501,30,35000,3,2006,sub
서울특별시 강남구 대치동,890-54,선릉역풍림아이원레몬,76.73,201508,13,30000,11,2006,sub
서울특별시 강남구 대치동,929-8,세연파크뷰,83.58,201511,19,50000,1,2002,sub
서울특별시 강남구 대치동,929-8,세연파크뷰,83.58,201512,28,55000,1,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201501,25,61000,12,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201503,14,64000,13,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201503,30,53500,8,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201505,22,60000,5,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201506,9,62000,11,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201510,21,60000,6,2002,sub
서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201512,23,60000,3,2002,sub
서울특별시 강남구 대치동,915-13,스카이써밋아파트,120.0,201506,19,48000,3,2004,sub
서울특별시 강남구 대치동,904-10,신성미소시티,174.77,201502,16,75000,3,2006,sub
서울특별시 강남구 대치동,904-10,신성미소시티,174.77,201503,14,80000,2,2006,sub
서울특별시 강남구 대치동,904-10,신성미소시티,174.77,201503,21,80000,4,2006,sub
서울특별시 강남구 대치동,904-10,신성미소시티,174.77,201507,30,80000,5,2006,sub
서울특별시 강남구 대치동,904-10,신성미소시티,174.77,201511,16,60000,6,2006,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201502,10,70000,11,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201502,16,55000,8,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201502,23,63000,9,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201502,26,55000,13,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201502,27,63000,5,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201502,27,55000,5,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201503,4,73000,5,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201503,12,39000,4,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201503,19,63000,11,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201504,2,63000,7,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201504,10,72000,4,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201504,13,60000,9,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201504,30,58000,9,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201504,30,51000,12,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201505,20,70000,11,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201506,8,75000,6,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201506,26,57000,7,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201507,13,73000,9,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201507,25,69000,1,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201507,31,75000,10,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201508,1,67000,7,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201508,1,62000,14,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201508,12,57000,9,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201509,13,87000,6,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201509,23,74000,5,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201510,14,65000,11,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201510,19,60000,6,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201510,20,78000,7,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201511,1,77000,5,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201511,23,63000,5,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201512,9,62000,12,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201512,15,65000,14,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,84.49,201512,27,60000,1,1983,sub
서울특별시 강남구 대치동,65,쌍용대치2,120.76,201512,28,79000,7,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201501,10,70000,9,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201501,14,70000,5,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201501,19,73000,13,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201501,31,60000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201502,7,73000,9,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201502,12,58000,10,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201502,24,70000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201502,26,53000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201502,26,65000,1,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201503,9,57000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201503,10,70000,13,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201503,13,55000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201503,13,57000,6,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201504,17,69000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201504,18,69000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201504,22,60000,9,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201504,22,70000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201505,11,60000,9,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201505,13,63000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201506,8,73000,6,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201506,9,77000,3,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201506,29,57000,3,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201506,29,40000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201507,6,70000,5,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201507,7,58000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201507,8,58000,15,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201507,20,75000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",148.8,201507,27,80000,11,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201507,30,55000,1,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201507,31,55000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201508,10,80000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201508,11,62000,6,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201508,12,50000,7,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",148.8,201508,14,80000,8,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201508,19,60000,7,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201509,14,75000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201510,12,78000,15,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201510,12,77000,3,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201510,26,80000,1,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201510,30,65000,12,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201511,15,60000,5,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",148.8,201511,20,90000,7,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201511,24,80000,5,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201511,26,62000,13,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201512,4,85000,14,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201512,7,64000,5,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201512,11,34000,12,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,201512,12,62000,2,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201512,19,50000,6,1983,sub
서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201512,19,58000,12,1983,sub
서울특별시 강남구 대치동,889-74,아름빌(889-74),30.46,201502,26,16000,5,2003,sub
서울특별시 강남구 대치동,889-74,아름빌(889-74),71.08,201503,16,34000,10,2003,sub
서울특별시 강남구 대치동,950,우정에쉐르,97.85,201502,16,48000,4,2004,sub
서울특별시 강남구 대치동,950,우정에쉐르,97.85,201512,13,50000,2,2004,sub
서울특별시 강남구 대치동,950-3,월드빌,51.54,201507,22,32000,6,2004,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,2,38000,6,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,2,48000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,3,50000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,4,35000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,5,55000,7,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,5,49000,6,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,6,50000,11,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,6,44000,9,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,6,40000,9,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,7,37000,11,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,7,42000,4,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,7,46000,1,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,7,43000,8,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,7,43000,3,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,7,38000,7,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,8,55000,9,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,9,39000,9,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,9,35000,1,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,9,40000,1,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,9,39000,6,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,10,48000,5,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,10,50000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,12,40000,4,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,12,30000,14,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,13,44000,8,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,13,41000,4,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,13,48000,9,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,13,49500,11,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,13,32000,12,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,14,40000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,14,45000,8,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,14,46000,10,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,14,45000,2,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,15,36500,8,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,15,32000,14,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,15,29500,12,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,15,52000,3,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,15,42000,11,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,16,38000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,16,44000,4,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,16,41000,6,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,16,45000,3,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,16,39000,8,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,16,49500,4,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,16,33000,9,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,17,40000,2,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,17,47000,10,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,17,41000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,17,45000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,17,48000,7,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,17,45000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,17,36000,2,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,17,48000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,18,31000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,19,37000,14,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,19,37000,7,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,19,34000,1,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,20,43000,10,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,20,41000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,20,30000,12,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,21,35000,1,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,21,45000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,21,40000,6,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,22,40000,3,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,22,52000,8,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,22,50000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,22,45000,5,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,22,37000,7,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,22,45000,10,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,23,49000,8,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,23,47000,7,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,23,45000,6,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,24,43000,2,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,24,38000,8,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,24,38000,1,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,26,45000,1,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,26,39000,14,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,26,37000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,26,35000,13,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,27,40000,8,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,27,38000,4,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,28,36500,14,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,28,42000,11,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,28,45000,10,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,28,48000,7,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,28,40000,13,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,28,46000,10,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,28,37000,14,1979,sub
서울특별시 강남구 대치동,316,은마,84.43,201501,28,48000,8,1979,sub
서울특별시 강남구 대치동,316,은마,76.79,201501,29,40000,7,1979,sub
